player_id,player_name,yellow_card,second_yellow_card,red_card,total_yellow,total_red,mins_played,position_mapped,redsize
176012,simon davies,0,0,0,0,0,404,midfielder,1
176013,mark ford,9,0,0,9,0,2222,midfielder,1
176018,mike phelan,1,0,0,1,0,756,midfielder,1
176019,les sealey,0,0,0,0,0,188,goalkeeper,1
176022,brian carey,2,1,0,3,1,916,defender,2
176025,lee martin,0,0,0,0,0,90,defender,1
176034,isaias,1,0,0,1,0,828,attacker,1
176215,barry venison,12,0,1,12,1,7686,defender,2
176436,istván kozma,0,0,0,0,0,7,midfielder,1
176460,andy ritchie,2,0,0,2,0,2192,attacker,1
176485,lucas piazon,0,0,0,0,0,16,attacker,1
176501,terry gibson,1,0,0,1,0,536,attacker,1
176553,aymeric laporte,6,0,0,6,0,5996,defender,1
176591,jota peleteiro,0,0,0,0,0,332,attacker,1
176626,fraser digby,2,0,0,2,0,2499,goalkeeper,1
176635,danny wallace,0,0,0,0,0,29,midfielder,1
176672,clive allen,0,0,0,0,0,615,attacker,1
176686,paul davis,3,0,0,3,0,2512,midfielder,1
176691,perry groves,2,0,0,2,0,1018,attacker,1
176722,stewart robson,0,0,0,0,0,1286,midfielder,1
176745,david hillier,2,0,0,2,0,3929,midfielder,1
176749,andy linighan,7,0,0,7,0,9580,defender,1
176752,steve morrow,2,0,0,2,0,3713,defender,1
176755,colin pates,0,0,0,0,0,284,defender,1
176776,joe allon,0,0,0,0,0,109,attacker,1
176789,jason cundy,2,0,0,2,0,1224,defender,1
176806,mick harford,18,1,0,19,1,5809,attacker,2
176808,micky hazard,2,0,0,2,0,2295,midfielder,1
176810,keith jones,2,0,1,2,1,1449,midfielder,2
176815,steve livingstone,0,0,0,0,0,140,attacker,1
176832,david speedie,1,0,0,1,0,965,attacker,1
176930,ray ranson,3,0,0,3,0,1502,defender,1
177041,darren beckford,1,0,0,1,0,2426,attacker,1
177056,steve redmond,8,0,0,8,0,5415,defender,1
177060,david white,5,0,0,5,0,7736,attacker,1
177065,florin andone,5,0,1,5,1,944,attacker,2
177104,carl bradshaw,12,2,0,14,2,7789,defender,3
177110,brian gayle,4,0,0,4,0,3960,defender,1
177122,paul lake,0,0,0,0,0,84,midfielder,1
177126,gary megson,6,0,0,6,0,3723,midfielder,1
177128,bobby mimms,0,0,0,0,0,5413,goalkeeper,1
177129,trevor morley,4,0,0,4,0,4441,attacker,1
177143,mark ward,7,0,0,7,0,3722,defender,1
177179,brian borrows,18,1,0,19,1,11957,defender,2
177250,john ebbrell,24,0,0,24,0,10606,midfielder,1
177251,neil mcdonald,1,0,0,1,0,544,defender,1
177252,neil pointon,4,0,0,4,0,4680,defender,1
177253,ian snodin,11,0,0,11,0,4193,defender,1
177254,pat van den hauwe,3,0,0,3,0,1238,defender,1
177255,paul wilkinson,3,0,0,3,0,4087,attacker,1
177256,brett angell,2,0,0,2,0,1393,attacker,1
177261,stuart barlow,2,1,0,3,1,2828,attacker,2
177266,paul holmes,1,0,0,1,0,1852,midfielder,1
177268,barry horne,18,1,1,19,2,11040,midfielder,3
177271,mike milligan,14,0,0,14,0,9233,midfielder,1
177273,joe parkinson,19,0,0,19,0,7474,midfielder,1
177275,paul rideout,5,0,1,5,1,7690,attacker,2
177277,robert warzycha,0,0,0,0,0,1570,attacker,1
177321,abdul razak,0,0,0,0,0,12,midfielder,1
177476,nathan aké,18,0,1,18,1,12562,defender,2
1778,moustapha salifou,0,0,0,0,0,43,midfielder,1
177847,adnan januzaj,11,1,0,12,1,4262,attacker,2
177862,charly musonda jr.,0,0,0,0,0,34,midfielder,1
177907,harry maguire,33,0,1,33,1,14446,defender,2
17804,sébastien pocognoli,1,0,0,1,0,1251,defender,1
178614,jean michaël seri,6,0,0,6,0,2250,midfielder,1
17879,márton fülöp,1,0,0,1,0,3984,goalkeeper,1
17880,stephan andersen,1,0,0,1,0,1530,goalkeeper,1
17890,stephen elliott,0,0,0,0,0,1078,attacker,1
179184,michy batshuayi,0,0,0,0,0,2266,attacker,1
179451,donald love,1,0,0,1,0,659,defender,1
17955,arnar gunnlaugsson,1,0,0,1,0,1571,attacker,1
17965,hugo lloris,3,0,0,3,0,25787,goalkeeper,1
17974,karl ready,12,2,0,14,2,4289,defender,3
180242,mark walters,7,0,0,7,0,4344,midfielder,1
180246,alexander robertson,0,0,0,0,0,83,midfielder,1
180552,andrea silenzi,1,0,0,1,0,504,attacker,1
18091,derek boateng,2,0,0,2,0,155,midfielder,1
18093,julien faubert,11,0,0,11,0,5152,defender,1
181056,ivano bonetti,0,0,0,0,0,50,midfielder,1
181375,sébastien haller,1,0,0,1,0,3196,attacker,1
181380,arthur masuaku,13,1,0,14,1,6383,defender,2
181477,thievy bifouma,0,0,0,0,0,251,attacker,1
181579,james ward-prowse,32,0,1,32,1,16666,midfielder,2
181585,mark bowen,9,0,0,9,0,12186,defender,1
181597,geraint williams,9,0,0,9,0,9694,midfielder,1
181599,malcolm allen,0,0,0,0,0,803,attacker,1
181778,emerson,3,0,0,3,0,2052,defender,1
181781,léo bonatini,0,0,0,0,0,128,attacker,1
182201,mbwana samatta,1,0,0,1,0,946,attacker,1
18227,curtis davies,15,0,0,15,0,14546,defender,1
182579,karim rekik,0,0,0,0,0,84,defender,1
182618,tiemoué bakayoko,3,1,0,4,1,2123,midfielder,2
182660,cameron lancaster,0,0,0,0,0,12,attacker,1
182712,joão cancelo,8,0,0,8,0,3152,defender,1
182790,thorvaldur örlygsson,1,0,0,1,0,1372,midfielder,1
182832,dale gordon,0,0,0,0,0,670,midfielder,1
182877,anthony martial,8,0,1,8,1,11524,attacker,2
182894,jean-philippe gbamin,0,0,0,0,0,135,midfielder,1
182932,davy klaassen,0,0,0,0,0,249,midfielder,1
18301,maicon,0,0,0,0,0,516,defender,1
18310,benoît assou-ekotto,20,1,1,21,2,13128,defender,3
18324,zoltán gera,13,0,1,13,1,10287,midfielder,2
183286,diego poyet,1,0,0,1,0,90,midfielder,1
183288,luke shaw,35,1,0,36,1,14349,defender,2
183299,callum robinson,1,0,0,1,0,1907,attacker,1
183318,jamaal lascelles,18,0,1,18,1,10434,defender,2
183321,kevin mbabu,0,0,0,0,0,143,defender,1
183334,patrick bamford,3,0,0,3,0,3109,attacker,1
183720,anwar el ghazi,4,0,0,4,0,2971,attacker,1
184398,stephen kingsley,0,0,0,0,0,1391,defender,1
184495,nayim,0,0,0,0,0,1289,midfielder,1
184528,emil krafth,3,0,0,3,0,1887,defender,1
184573,victor lindelöf,8,0,0,8,0,8932,defender,1
184672,guido carrillo,0,0,0,0,0,451,attacker,1
184892,florian thauvin,1,0,0,1,0,420,attacker,1
185473,keith hill,0,0,0,0,0,45,defender,1
185897,jonas wirmola,0,0,0,0,0,675,defender,1
186012,paul bodin,2,0,0,2,0,2479,defender,1
186186,bobby reid,5,0,0,5,0,3107,midfielder,1
186368,valentino lazaro,0,0,1,0,1,474,midfielder,2
186383,filip lesniak,0,0,0,0,0,4,midfielder,1
18644,álvaro negredo,6,0,0,6,0,4605,attacker,1
186590,john stones,7,0,0,7,0,14008,defender,1
186644,mohamed elyounoussi,0,0,0,0,0,790,attacker,1
186901,marek rodak,0,0,0,0,0,90,goalkeeper,1
186972,clint marcelle,0,0,0,0,0,901,midfielder,1
186997,christian atsu,5,0,0,5,0,4118,attacker,1
187105,mike van der hoorn,6,0,0,6,0,2610,defender,1
18719,seyi olofinjana,6,0,0,6,0,2364,midfielder,1
187285,chris david,1,0,0,1,0,68,midfielder,1
18734,gilberto,0,0,0,0,0,385,midfielder,1
18758,afonso alves,2,0,0,2,0,2821,attacker,1
188416,jamie phillips,0,0,0,0,0,90,midfielder,1
188488,colin hill,4,0,0,4,0,2585,defender,1
18870,liam lawrence,8,0,0,8,0,4740,midfielder,1
18871,jean beausejour,5,0,0,5,0,5010,defender,1
18873,matthew spring,0,0,0,0,0,258,midfielder,1
18875,pascal chimbonda,21,0,0,21,0,12580,defender,1
188853,alejandro pozuelo,1,0,0,1,0,869,midfielder,1
188862,guillermo varela,1,0,0,1,0,314,defender,1
18900,hatem ben arfa,5,0,0,5,0,4873,midfielder,1
189070,modou barrow,2,0,0,2,0,2205,attacker,1
189312,luc nijholt,4,1,0,5,1,2703,defender,2
18935,samir nasri,26,0,1,26,1,15610,midfielder,2
18944,gerard piqué,0,0,0,0,0,575,defender,1
189740,ángelo henríquez,1,0,0,1,0,45,attacker,1
19041,gökhan inler,0,0,0,0,0,195,midfielder,1
19059,heurelho gomes,12,0,0,12,0,17341,goalkeeper,1
19078,gérald cid,0,0,0,0,0,508,defender,1
190831,mats möller daehli,0,0,0,0,0,624,midfielder,1
19085,marouane chamakh,19,0,0,19,0,5878,attacker,1
191,patrik andersson,2,0,0,2,0,662,defender,1
19104,giuseppe rossi,1,0,0,1,0,510,attacker,1
191217,héctor bellerín,30,0,0,30,0,14955,defender,1
191614,fred,14,0,0,14,0,5041,midfielder,1
192,markus babbel,8,0,0,8,0,5614,defender,1
192080,nick pope,5,0,0,5,0,9054,goalkeeper,1
192279,kepa,2,0,0,2,0,6570,goalkeeper,1
192565,leroy sané,9,0,0,9,0,6089,attacker,1
192611,joel pereira,0,0,0,0,0,90,goalkeeper,1
19274,marino rahmberg,0,0,0,0,0,8,attacker,1
192765,ben davies,27,0,0,27,0,16770,defender,1
19310,radhi jaidi,7,0,0,7,0,4773,defender,1
193116,john mcginn,10,0,0,10,0,4747,midfielder,1
193469,björn engels,1,0,0,1,0,1446,defender,1
19368,mousa dembélé,31,0,0,31,0,16939,midfielder,1
193796,gordon cowans,1,0,0,1,0,2881,midfielder,1
193806,nigel spink,0,0,1,0,1,4620,goalkeeper,2
19390,paul murray,0,0,0,0,0,98,midfielder,1
194460,joe bryan,7,0,0,7,0,2812,defender,1
195000,neil maddison,9,0,0,9,0,14043,midfielder,1
195172,matty appleby,2,0,0,2,0,1148,midfielder,1
195173,keith branagan,1,0,0,1,0,6001,goalkeeper,1
195174,o'neill donaldson,0,0,0,0,0,466,attacker,1
195175,john hendrie,3,0,0,3,0,4392,attacker,1
195176,david hughes,9,0,0,9,0,3094,midfielder,1
195177,scott jones,0,0,0,0,0,1018,defender,1
195178,jimmy phillips,12,0,0,12,0,8671,defender,1
195179,neil redfearn,18,0,0,18,0,7088,midfielder,1
195180,peter shirtliff,2,0,0,2,0,2050,defender,1
195488,paulo gazzaniga,1,0,0,1,0,3804,goalkeeper,1
195510,ian andrews,0,0,0,0,0,450,goalkeeper,1
195605,josé pozo,0,0,0,0,0,137,midfielder,1
195606,simon rodger,2,0,0,2,0,4642,midfielder,1
195614,tony thomas,1,0,0,1,0,494,defender,1
195615,dave tuttle,9,1,0,10,1,3643,defender,2
195616,dave watson,0,0,0,0,0,2646,goalkeeper,1
195633,charlie taylor,9,0,0,9,0,7875,defender,1
195634,neil thompson,2,0,0,2,0,6747,defender,1
195652,jordon ibe,2,0,0,2,0,5767,attacker,1
195680,joe ralls,4,0,1,4,1,1959,midfielder,2
195687,mark summerbell,13,0,0,13,0,2632,midfielder,1
195906,albian ajeti,0,0,0,0,0,130,attacker,1
196316,adam mitchell,0,0,0,0,0,2,attacker,1
19641,emmerson boyce,18,1,0,19,1,19009,defender,2
196522,dwight gayle,9,1,0,10,1,5833,attacker,2
196948,andreas christensen,7,0,1,7,1,5449,defender,2
19721,goran popov,1,0,1,1,1,971,defender,2
197252,daniel williamson,8,0,0,8,0,5067,midfielder,1
19726,nemanja vidic‎,39,4,2,43,6,18088,defender,7
197268,steve mautone,0,0,0,0,0,90,goalkeeper,1
197276,steve jones,6,0,0,6,0,1980,attacker,1
19729,nikola zigic,4,0,0,4,0,1311,attacker,1
197642,chuba akpom,0,0,0,0,0,27,attacker,1
197693,john swift,0,0,0,0,0,1,midfielder,1
197838,jamie vardy,22,1,2,23,3,19290,attacker,4
19846,simon charlton,14,0,0,14,0,18654,defender,1
198495,tokelo rantie,0,0,0,0,0,38,attacker,1
198513,muamer tankovic,0,0,0,0,0,59,attacker,1
19857,steve gohouri,13,1,0,14,1,3413,defender,2
198681,carl tiler,19,1,0,20,1,9340,defender,2
199369,sandro ramírez,0,0,0,0,0,275,attacker,1
19948,willy caballero,0,0,0,0,0,2931,goalkeeper,1
199527,jacob murphy,2,0,0,2,0,2263,attacker,1
199528,josh murphy,3,0,0,3,0,1954,attacker,1
19960,carlos daniel cordone,0,0,0,0,0,1048,attacker,1
199621,mitch ward,7,0,0,7,0,5209,midfielder,1
19981,javier mascherano,22,2,1,24,3,8157,midfielder,4
20007,pablo zabaleta,68,2,2,70,4,24388,defender,5
200512,sadio mané,24,1,2,25,3,17207,attacker,4
20053,elano,6,0,0,6,0,4323,midfielder,1
200738,dalian atkinson,3,0,0,3,0,5908,attacker,1
200777,alex pritchard,3,0,0,3,0,3166,midfielder,1
200782,kevin stewart,1,0,0,1,0,580,midfielder,1
20081,gelson fernandes,7,1,0,8,1,2447,midfielder,2
20082,patrick foletti,0,0,0,0,0,148,goalkeeper,1
20083,xavier gravelaine,1,0,1,1,1,618,attacker,2
201,owen hargreaves,2,0,0,2,0,1665,midfielder,1
201574,angus gunn,0,0,0,0,0,1980,goalkeeper,1
202228,milos veljkovic,0,0,0,0,0,30,defender,1
202555,andy hunt,3,0,0,3,0,3313,attacker,1
202797,paul walsh,1,0,0,1,0,4561,attacker,1
202857,dave mcewen,0,0,0,0,0,83,attacker,1
202858,john piercy,0,0,0,0,0,123,midfielder,1
202886,ruben loftus-cheek,4,0,0,4,0,5356,midfielder,1
202984,roque mesa,2,0,0,2,0,756,midfielder,1
203026,danny ward,0,0,0,0,0,180,goalkeeper,1
203348,chancel mbemba,5,0,0,5,0,3597,defender,1
203394,andreas pereira,10,0,0,10,0,2176,midfielder,1
203412,andreas cornelius,0,0,0,0,0,105,attacker,1
203460,jack grealish,14,0,0,14,0,6860,attacker,1
203464,jamar loza,0,0,0,0,0,32,attacker,1
203784,dominic samuel,0,0,0,0,0,18,attacker,1
203853,oleksandr zinchenko,2,1,0,3,1,4039,defender,2
20392,doni,0,0,1,0,1,295,goalkeeper,2
204103,adama traoré,7,0,0,7,0,7171,attacker,1
204198,romain saïss,19,1,0,20,1,5628,defender,2
204204,frank yallop,5,0,0,5,0,4380,defender,1
204354,adam campbell,0,0,0,0,0,23,attacker,1
205,nils-eric johansson,9,0,0,9,0,5896,defender,1
205503,ibrahim amadou,1,0,0,1,0,756,midfielder,1
205657,rúnar alex rúnarsson,0,0,0,0,0,15,goalkeeper,1
20584,damarcus beasley,1,0,0,1,0,1026,defender,1
20585,bobby convey,1,0,0,1,0,1675,midfielder,1
20586,urby emanuelson,1,0,0,1,0,643,midfielder,1
206040,raúl jiménez,7,0,0,7,0,7200,attacker,1
20622,arnold mvuemba,1,0,0,1,0,669,midfielder,1
206225,isaac hayden,21,0,2,21,2,7401,midfielder,3
206493,marco boogers,0,0,1,0,1,96,attacker,2
20660,carsten fredgaard,0,0,0,0,0,30,defender,1
206746,kenny tete,2,0,0,2,0,1067,defender,1
206780,tommy wright,0,0,0,0,0,685,goalkeeper,1
207014,will hughes,14,0,0,14,0,5692,midfielder,1
207015,vincent janssen,0,0,0,0,0,865,attacker,1
207037,dan potts,0,0,0,0,0,111,defender,1
20714,tal ben haim,30,1,0,31,1,12315,defender,2
20726,rolando bianchi,0,0,0,0,0,762,attacker,1
207269,michael jeffrey,1,0,0,1,0,171,attacker,1
207302,sergio rico,1,0,0,1,0,2610,goalkeeper,1
20761,martin carruthers,0,0,0,0,0,11,attacker,1
207917,alberto moreno,11,0,0,11,0,6521,defender,1
207929,dele alli,24,0,0,24,0,12411,midfielder,1
208244,brendan galloway,3,0,0,3,0,1644,defender,1
208977,mark mckeever,0,0,0,0,0,156,midfielder,1
209212,solly march,6,0,0,6,0,7130,midfielder,1
20950,hasney aljofree,0,0,0,0,0,180,defender,1
20969,matt hill,0,0,0,0,0,180,defender,1
20970,lee hodges,0,0,0,0,0,72,midfielder,1
20975,leroy lita,3,0,0,3,0,3384,attacker,1
20977,lee matthews,0,0,0,0,0,9,midfielder,1
209781,oumar niasse,5,0,1,5,1,3334,attacker,2
209817,bryan gunn,3,0,1,3,1,9278,goalkeeper,2
210081,didier ndong,5,0,0,5,0,2519,midfielder,1
21010,radek cerny,1,0,0,1,0,1826,goalkeeper,1
210178,pablo marí,1,0,0,1,0,744,defender,1
210380,thierry bonalair,3,0,0,3,0,2077,defender,1
21060,martin latka,2,0,0,2,0,521,defender,1
211242,shayne bradley,1,0,0,1,0,33,attacker,1
211250,scott hiley,2,0,0,2,0,2841,defender,1
211259,john dreyer,4,0,0,4,0,977,defender,1
211264,lee mills,1,0,0,1,0,1718,attacker,1
211267,phil scott,0,0,0,0,0,209,midfielder,1
211325,badou ndiaye,5,0,0,5,0,1140,midfielder,1
21265,neil heaney,7,0,0,7,0,4300,attacker,1
21266,martin phillips,0,0,0,0,0,368,midfielder,1
212829,jack o'connell,4,0,0,4,0,3095,defender,1
212847,adam webster,7,0,0,7,0,4635,defender,1
213268,alireza jahanbakhsh,4,0,0,4,0,1584,attacker,1
21327,ron-robert zieler,0,0,0,0,0,753,goalkeeper,1
21333,aiden mcgeady,1,0,0,1,0,1356,attacker,1
21354,marek cech,1,0,0,1,0,1554,defender,1
21362,mike sheron,0,0,0,0,0,7043,attacker,1
21363,lee crooks,1,0,0,1,0,83,midfielder,1
214028,craig liddle,3,0,0,3,0,1575,defender,1
214056,daniel amartey,6,1,0,7,1,3481,midfielder,2
214104,james wilson,3,0,0,3,0,420,attacker,1
214316,luciano vietto,1,0,0,1,0,981,attacker,1
214666,connor roberts,0,0,0,0,0,268,defender,1
214709,gareth evans,0,0,0,0,0,33,defender,1
214928,kean bryan,1,0,0,1,0,747,defender,1
21496,brett holman,1,0,0,1,0,1426,midfielder,1
215,roque santa cruz,4,0,0,4,0,5887,attacker,1
21509,shelton martis,0,0,0,0,0,550,defender,1
215118,calum chambers,28,1,0,29,1,10508,defender,2
21556,zhi zheng,1,0,0,1,0,839,midfielder,1
215645,gerry creaney,2,0,0,2,0,741,attacker,1
215679,georges-kevin n'koudou,1,0,0,1,0,277,attacker,1
215876,ricardo pereira,9,0,0,9,0,6372,defender,1
21654,martin dahlin,2,0,1,2,1,1323,attacker,2
216569,jérémie boga,0,0,0,0,0,18,attacker,1
217111,hakim ziyech,3,0,0,3,0,861,attacker,1
217115,neal maupay,3,0,0,3,0,4827,attacker,1
21725,filipe luís,1,0,0,1,0,937,defender,1
21750,mark gonzález,0,0,0,0,0,1216,attacker,1
21798,michael o'neill,0,0,0,0,0,212,midfielder,1
218087,ben osborn,1,0,0,1,0,1496,midfielder,1
218140,george honeyman,1,0,0,1,0,271,midfielder,1
218144,mikael mandron,1,0,0,1,0,25,attacker,1
21821,luis jiménez,3,0,0,3,0,657,midfielder,1
21863,andrea dossena,3,0,1,3,1,1587,midfielder,2
21905,valon behrami,15,0,1,15,1,7798,midfielder,2
21982,stefano gioacchini,0,0,0,0,0,47,attacker,1
220507,willie falconer,2,0,1,2,1,3944,attacker,2
220755,matthew pennington,1,0,0,1,0,479,defender,1
221025,andré gomes,16,0,0,16,0,4809,midfielder,1
22162,neill collins,0,0,0,0,0,90,defender,1
221624,zack steffen,0,0,0,0,0,90,goalkeeper,1
22165,charles n'zogbia,32,0,1,32,1,19459,attacker,2
221987,glyn hodges,10,0,1,10,1,4669,midfielder,2
222,michael tarnat,5,0,0,5,0,2861,defender,1
22203,antonio nocerino,3,0,0,3,0,254,midfielder,1
222092,lee jones,0,0,0,0,0,21,attacker,1
222095,stephen pears,1,0,0,1,0,2295,goalkeeper,1
222097,nick tanner,0,0,0,0,0,200,defender,1
222104,adrian clarke,0,0,0,0,0,394,midfielder,1
222105,mark flatts,0,0,0,0,0,902,midfielder,1
22221,martin brittain,0,0,0,0,0,16,midfielder,1
222212,david brightwell,3,0,0,3,0,3090,defender,1
222217,carl griffiths,0,0,0,0,0,999,attacker,1
222219,andy hill,2,0,0,2,0,4319,defender,1
222221,rick holden,3,0,1,3,1,6853,midfielder,2
222229,nigel pearson,8,0,1,8,1,6247,defender,2
222230,jamie pollock,19,0,0,19,0,5733,midfielder,1
222239,phil whelan,21,2,0,23,2,7531,defender,3
22225,jon olav hjelde,3,0,0,3,0,1390,defender,1
222252,micky adams,10,0,0,10,0,4939,defender,1
222253,paul allen,9,0,0,9,0,7041,midfielder,1
222254,nicky banger,1,0,0,1,0,2340,attacker,1
222258,mickey evans,1,0,0,1,0,1486,attacker,1
222259,richard hall,18,0,0,18,0,9298,defender,1
222260,terry hurlock,7,0,1,7,1,2621,midfielder,2
222261,kevin moore,2,0,0,2,0,2806,defender,1
222264,gordon watson,4,0,2,4,2,6021,attacker,3
222266,steve wood,2,0,0,2,0,2611,defender,1
22227,arturo lupoli,0,0,0,0,0,8,attacker,1
222286,franz carr,2,0,0,2,0,2719,attacker,1
222287,gerald dobbs,3,1,0,4,1,1776,midfielder,2
222289,gary elkins,14,0,0,14,0,6766,defender,1
222290,john fashanu,9,0,1,9,1,6186,attacker,2
222291,scott fitzgerald,3,1,0,4,1,5618,defender,2
222292,steve froggatt,8,0,0,8,0,5895,attacker,1
222295,roger joseph,3,0,0,3,0,4156,defender,1
222296,phil king,2,0,0,2,0,2862,defender,1
222299,paul miller,1,0,0,1,0,1103,midfielder,1
22230,zak whitbread,4,0,0,4,0,1439,defender,1
222303,alan reeves,6,0,1,6,1,4712,defender,2
222304,cyrille regis,0,0,0,0,0,696,attacker,1
222305,lawrie sanchez,9,0,0,9,0,4026,midfielder,1
222308,shaun teale,15,0,0,15,0,9284,defender,1
222309,andy thorn,11,1,1,12,2,5714,defender,3
22231,darren potter,0,0,0,0,0,53,midfielder,1
222481,neil adams,3,0,0,3,0,6377,defender,1
222484,gary bannister,1,0,0,1,0,2419,attacker,1
222485,andy barlow,2,0,0,2,0,835,defender,1
222486,peter billing,0,0,0,0,0,244,defender,1
222487,kingsley black,2,0,0,2,0,2475,midfielder,1
222489,mark blake,8,0,0,8,0,2304,midfielder,1
222490,bobby bowry,2,0,0,2,0,1776,midfielder,1
222491,mark brennan,4,0,0,4,0,2033,midfielder,1
222492,david busst,3,0,0,3,0,4194,defender,1
222495,gary crosby,0,0,0,0,0,1860,midfielder,1
222496,liam daish,6,0,1,6,1,2688,defender,2
222497,julian darby,8,0,0,8,0,4716,midfielder,1
222499,paul elliott,1,0,0,1,0,552,defender,1
222501,sean flynn,7,0,0,7,0,7089,midfielder,1
222504,lee glover,0,0,0,0,0,891,attacker,1
222505,richard graham,1,0,0,1,0,297,defender,1
222506,micky gynn,1,0,0,1,0,1546,midfielder,1
222507,jon hallworth,0,0,0,0,0,3149,goalkeeper,1
222508,nick henry,4,0,0,4,0,4656,midfielder,1
222509,john humphrey,4,0,0,4,0,4259,defender,1
222511,lee hurst,2,0,0,2,0,3082,midfielder,1
222516,brian laws,4,0,0,4,0,2885,defender,1
222517,mike marsh,6,0,0,6,0,7666,midfielder,1
222518,damian matthew,0,0,0,0,0,426,midfielder,1
222519,sean mccarthy,0,0,0,0,0,1634,attacker,1
222520,lloyd mcgrath,4,0,0,4,0,2744,midfielder,1
222522,steve morgan,6,0,0,6,0,5865,defender,1
222523,paul moulden,0,0,0,0,0,185,attacker,1
222527,andy pearce,18,0,1,18,1,8245,defender,2
222528,ally pickering,7,0,0,7,0,5118,defender,1
222529,andy preece,0,0,0,0,0,1482,attacker,1
222530,micky quinn,4,2,0,6,2,5065,attacker,3
222531,rob quinn,0,0,0,0,0,18,midfielder,1
222532,david rennie,6,0,0,6,0,7036,midfielder,1
222535,robert rosario,6,0,0,6,0,3345,attacker,1
222538,david smith,0,0,0,0,0,507,midfielder,1
222541,geoff thomas,4,0,0,4,0,2852,midfielder,1
222544,brett williams,1,0,0,1,0,810,defender,1
222545,john williams,7,0,0,7,0,5834,attacker,1
222546,eric young,9,0,0,9,0,4463,defender,1
222559,paul browne,2,0,0,2,0,180,defender,1
222639,kevin gage,2,0,0,2,0,3851,midfielder,1
222643,ian olney,1,0,0,1,0,3590,attacker,1
222644,ian ormondroyd,0,0,0,0,0,479,attacker,1
222646,gary penrice,6,0,0,6,0,3985,attacker,1
222684,andy gray,3,0,0,3,0,1066,midfielder,1
222688,garry thompson,0,0,0,0,0,83,attacker,1
222733,bryan small,0,0,0,0,0,2196,defender,1
222734,mervyn day,0,0,0,0,0,180,goalkeeper,1
222741,kevin scott,3,0,1,3,1,3007,defender,2
222742,steve sedgley,5,0,0,5,0,7858,midfielder,1
222813,marko grujic,1,0,0,1,0,52,midfielder,1
222894,ian butterworth,2,0,0,2,0,4239,defender,1
222895,ian crook,6,0,0,6,0,9103,midfielder,1
222896,ian culverhouse,4,0,0,4,0,7470,defender,1
222898,jeremy goss,12,0,0,12,0,6942,midfielder,1
222902,john polston,10,1,0,11,1,8420,defender,2
223,stefan wessels,0,0,0,0,0,180,goalkeeper,1
223010,najwan ghrayib,0,0,0,0,0,175,defender,1
223047,emerson hyndman,0,0,0,0,0,96,midfielder,1
223219,steve agnew,3,0,0,3,0,1557,midfielder,1
223222,paul beesley,14,0,0,14,0,7223,defender,1
223226,jason dozzell,14,0,0,14,0,9895,midfielder,1
223228,marco gabbiadini,1,0,0,1,0,614,attacker,1
223235,lee howey,1,0,0,1,0,809,defender,1
223238,david kerslake,3,0,0,3,0,3725,defender,1
223243,richard ord,4,1,0,5,1,2817,defender,2
223245,john pemberton,23,1,0,24,1,6342,defender,2
223246,lionel perez,2,0,0,2,0,2491,goalkeeper,1
223249,craig russell,1,0,0,1,0,1183,attacker,1
223250,martin scott,2,1,0,3,1,1282,defender,2
223252,mel sterland,0,0,0,0,0,244,defender,1
223256,imre varadi,0,0,0,0,0,210,attacker,1
223257,ray wallace,0,0,0,0,0,522,defender,1
223280,mark bright,11,0,0,11,0,10781,attacker,1
223281,juan cobian,2,0,0,2,0,535,defender,1
223282,simon coleman,3,0,0,3,0,2105,defender,1
223287,adem poric,1,0,0,1,0,375,midfielder,1
223290,julian watts,5,0,0,5,0,3198,defender,1
223291,mike williams,1,0,0,1,0,1529,attacker,1
223299,tony gale,1,0,0,1,0,4170,defender,1
223302,nigel jemson,0,0,0,0,0,1432,attacker,1
223306,brian linighan,0,0,0,0,0,45,defender,1
223315,simon stewart,2,0,0,2,0,486,defender,1
223316,paul williams,0,0,0,0,0,971,attacker,1
223317,danny wilson,1,0,0,1,0,1724,midfielder,1
223403,adrian bakalli,1,0,0,1,0,68,midfielder,1
223406,alexandre bonnot,1,0,0,1,0,580,midfielder,1
223414,nigel gibbs,1,0,0,1,0,1050,defender,1
223422,neil lewis,1,0,1,1,1,1475,defender,2
223425,clive mendonca,0,0,0,0,0,1603,attacker,1
223432,james panayi,0,0,0,0,0,108,defender,1
223442,nick wright,0,0,0,0,0,164,attacker,1
223443,eddie youds,18,0,0,18,0,5254,defender,1
223445,bradley allen,5,0,0,5,0,4057,attacker,1
223447,paul mortimer,1,0,0,1,0,825,midfielder,1
223448,steve palmer,5,0,0,5,0,7268,defender,1
223555,david bardsley,21,0,1,21,1,11642,defender,2
223558,trevor challis,1,0,0,1,0,942,defender,1
223559,lee charles,0,0,0,0,0,101,attacker,1
223563,greg goodridge,1,0,0,1,0,90,attacker,1
223564,scott green,2,0,0,2,0,2376,defender,1
223566,ian holloway,14,1,0,15,1,8623,midfielder,2
223567,david lee,2,0,0,2,0,916,midfielder,1
223568,danny maddix,14,0,0,14,0,4650,defender,1
223570,mark patterson,4,1,0,5,1,1167,midfielder,2
223571,chris plummer,0,0,0,0,0,44,defender,1
223575,steve yates,3,0,0,3,0,7110,defender,1
223630,simon barker,25,0,1,25,1,11094,midfielder,2
223760,craig harrison,0,0,0,0,0,270,defender,1
22388,bafétimbi gomis,0,0,0,0,0,3338,attacker,1
